Datetime,Open,High,Low,Close,Adj Close,Volume
2020-01-24 09:30:00-05:00,167.50999450683594,167.52999877929688,167.1699981689453,167.39999389648438,167.39999389648438,826437
2020-01-24 09:32:00-05:00,167.3990020751953,167.3990020751953,167.0399932861328,167.04800415039062,167.04800415039062,226228
2020-01-24 09:34:00-05:00,167.08290100097656,167.1199951171875,166.88999938964844,167.1199951171875,167.1199951171875,237450
2020-01-24 09:36:00-05:00,167.13999938964844,167.25999450683594,167.13999938964844,167.21499633789062,167.21499633789062,179181
2020-01-24 09:38:00-05:00,167.33999633789062,167.33999633789062,167.27000427246094,167.27000427246094,167.27000427246094,241977
2020-01-24 09:40:00-05:00,167.26499938964844,167.26499938964844,167.22000122070312,167.2512969970703,167.2512969970703,92825
2020-01-24 09:42:00-05:00,167.30850219726562,167.38999938964844,167.30850219726562,167.38999938964844,167.38999938964844,139792
2020-01-24 09:44:00-05:00,167.39500427246094,167.47500610351562,167.32000732421875,167.47500610351562,167.47500610351562,122482
2020-01-24 09:46:00-05:00,167.41090393066406,167.4949951171875,167.3800048828125,167.3800048828125,167.3800048828125,143265
2020-01-24 09:48:00-05:00,167.41000366210938,167.42999267578125,167.32000732421875,167.37100219726562,167.37100219726562,100612
2020-01-24 09:50:00-05:00,167.3699951171875,167.4499969482422,167.3699951171875,167.4499969482422,167.4499969482422,106975
2020-01-24 09:52:00-05:00,167.47000122070312,167.47999572753906,167.35000610351562,167.35000610351562,167.35000610351562,98879
2020-01-24 09:54:00-05:00,167.27999877929688,167.27999877929688,167.15499877929688,167.2449951171875,167.2449951171875,129044
2020-01-24 09:56:00-05:00,167.25,167.4600067138672,167.25,167.4600067138672,167.4600067138672,184085
2020-01-24 09:58:00-05:00,167.44500732421875,167.47000122070312,167.35000610351562,167.39999389648438,167.39999389648438,69633
2020-01-24 10:00:00-05:00,167.40499877929688,167.4250946044922,167.1999969482422,167.3000030517578,167.3000030517578,124027
2020-01-24 10:02:00-05:00,167.3000030517578,167.39999389648438,167.25010681152344,167.3300018310547,167.3300018310547,104855
2020-01-24 10:04:00-05:00,167.3300018310547,167.38499450683594,167.27999877929688,167.33999633789062,167.33999633789062,75374
2020-01-24 10:06:00-05:00,167.32000732421875,167.36990356445312,167.22999572753906,167.25,167.25,272757
2020-01-24 10:08:00-05:00,167.25010681152344,167.32000732421875,167.24000549316406,167.2899932861328,167.2899932861328,90576
2020-01-24 10:10:00-05:00,167.30999755859375,167.38999938964844,167.2801055908203,167.36500549316406,167.36500549316406,78561
2020-01-24 10:12:00-05:00,167.36000061035156,167.4199981689453,167.35000610351562,167.38999938964844,167.38999938964844,71549
2020-01-24 10:14:00-05:00,167.38099670410156,167.4199981689453,167.33999633789062,167.36000061035156,167.36000061035156,97508
2020-01-24 10:16:00-05:00,167.35000610351562,167.3699951171875,167.14500427246094,167.25999450683594,167.25999450683594,91835
2020-01-24 10:18:00-05:00,167.27999877929688,167.27999877929688,167.14999389648438,167.1999969482422,167.1999969482422,67050
2020-01-24 10:20:00-05:00,167.1699981689453,167.1999969482422,167.0500030517578,167.16000366210938,167.16000366210938,87442
2020-01-24 10:22:00-05:00,167.16000366210938,167.19000244140625,167.0500030517578,167.08470153808594,167.08470153808594,73309
2020-01-24 10:24:00-05:00,167.08999633789062,167.1300048828125,166.97000122070312,166.97999572753906,166.97999572753906,110516
2020-01-24 10:26:00-05:00,166.97500610351562,167.0500030517578,166.92999267578125,166.9550018310547,166.9550018310547,75471
2020-01-24 10:28:00-05:00,166.96499633789062,166.9857940673828,166.83999633789062,166.86000061035156,166.86000061035156,88505
2020-01-24 10:30:00-05:00,166.84500122070312,166.9434051513672,166.77000427246094,166.89999389648438,166.89999389648438,130180
2020-01-24 10:32:00-05:00,166.90499877929688,166.98500061035156,166.88499450683594,166.96499633789062,166.96499633789062,52037
2020-01-24 10:34:00-05:00,166.9600067138672,167.10000610351562,166.94000244140625,167.08999633789062,167.08999633789062,84351
2020-01-24 10:36:00-05:00,167.0948944091797,167.19000244140625,167.0948944091797,167.164794921875,167.164794921875,84734
2020-01-24 10:38:00-05:00,167.1699981689453,167.2100067138672,167.11000061035156,167.11000061035156,167.11000061035156,52203
2020-01-24 10:40:00-05:00,167.12229919433594,167.21499633789062,167.12229919433594,167.21499633789062,167.21499633789062,50246
2020-01-24 10:42:00-05:00,167.21499633789062,167.22999572753906,167.1300048828125,167.13499450683594,167.13499450683594,55637
2020-01-24 10:44:00-05:00,167.1300048828125,167.13999938964844,167.02000427246094,167.02000427246094,167.02000427246094,81386
2020-01-24 10:46:00-05:00,167.02999877929688,167.27000427246094,166.99000549316406,167.2550048828125,167.2550048828125,92352
2020-01-24 10:48:00-05:00,167.25,167.25,167.1699981689453,167.1999969482422,167.1999969482422,64178
